,xmin,ymin,xmax,ymax,image,labels
634,323,49,349,77,maksssksksss231.png,1
635,366,47,390,73,maksssksksss231.png,1
636,127,39,148,61,maksssksksss231.png,1
637,392,86,401,106,maksssksksss231.png,1
638,45,86,72,109,maksssksksss232.png,1
639,115,74,130,92,maksssksksss232.png,1
640,161,79,177,93,maksssksksss232.png,1
641,222,78,233,92,maksssksksss232.png,1
642,238,83,247,95,maksssksksss232.png,1
643,109,117,180,198,maksssksksss233.png,1
644,175,40,220,86,maksssksksss234.png,1
645,112,101,123,112,maksssksksss234.png,1
646,3,72,12,89,maksssksksss234.png,1
647,388,122,400,133,maksssksksss234.png,1
648,341,125,352,136,maksssksksss234.png,1
649,310,80,342,116,maksssksksss235.png,1
650,221,104,231,119,maksssksksss235.png,1
651,247,106,264,118,maksssksksss235.png,1
652,265,103,274,114,maksssksksss235.png,1
653,163,164,269,299,maksssksksss236.png,2
654,50,56,64,71,maksssksksss237.png,1
655,191,37,232,83,maksssksksss237.png,1
656,27,64,44,84,maksssksksss238.png,1
657,56,72,72,93,maksssksksss238.png,1
658,103,58,120,78,maksssksksss238.png,1
659,152,89,169,108,maksssksksss238.png,1
660,159,60,175,74,maksssksksss238.png,1
661,213,47,229,67,maksssksksss238.png,1
662,258,63,268,84,maksssksksss238.png,1
663,278,69,293,91,maksssksksss238.png,1
664,328,69,344,86,maksssksksss238.png,1
665,354,75,369,93,maksssksksss238.png,1
666,91,208,189,317,maksssksksss239.png,2
667,105,76,161,116,maksssksksss24.png,0
668,44,215,62,231,maksssksksss240.png,2
669,4,158,20,174,maksssksksss240.png,2
670,53,160,68,176,maksssksksss240.png,2
671,11,134,25,148,maksssksksss240.png,2
672,58,123,75,139,maksssksksss240.png,2
673,16,100,31,115,maksssksksss240.png,2
674,59,103,73,113,maksssksksss240.png,2
675,75,89,88,101,maksssksksss240.png,2
676,20,65,33,78,maksssksksss240.png,2
677,34,55,45,64,maksssksksss240.png,2
678,78,57,92,71,maksssksksss240.png,2
679,42,23,54,35,maksssksksss240.png,2
680,77,26,91,40,maksssksksss240.png,2
681,85,11,98,22,maksssksksss240.png,2
682,155,26,162,36,maksssksksss240.png,2
683,185,22,193,33,maksssksksss240.png,1
684,203,19,212,29,maksssksksss240.png,1
685,176,30,188,41,maksssksksss240.png,2
686,178,44,189,55,maksssksksss240.png,2
687,170,69,181,79,maksssksksss240.png,1
688,186,81,194,92,maksssksksss240.png,2
689,177,93,186,105,maksssksksss240.png,2
690,177,114,189,127,maksssksksss240.png,2
691,166,136,181,150,maksssksksss240.png,2
692,181,156,194,167,maksssksksss240.png,2
693,184,201,198,211,maksssksksss240.png,2
694,189,220,206,237,maksssksksss240.png,2
695,182,219,188,230,maksssksksss240.png,2
696,203,103,216,115,maksssksksss240.png,1
697,215,112,229,127,maksssksksss240.png,2
698,218,90,232,103,maksssksksss240.png,2
699,209,89,219,101,maksssksksss240.png,2
700,207,47,214,56,maksssksksss240.png,2
701,213,51,225,63,maksssksksss240.png,2
702,228,22,238,33,maksssksksss240.png,2
703,230,56,242,68,maksssksksss240.png,2
704,250,55,260,64,maksssksksss240.png,2
705,249,80,262,92,maksssksksss240.png,2
706,241,124,253,134,maksssksksss240.png,2
707,220,158,231,172,maksssksksss240.png,2
708,233,170,247,184,maksssksksss240.png,2
709,251,169,264,183,maksssksksss240.png,2
710,253,128,267,142,maksssksksss240.png,2
711,250,224,262,238,maksssksksss240.png,2
712,242,33,253,43,maksssksksss240.png,2
713,260,26,267,36,maksssksksss240.png,2
714,255,14,264,22,maksssksksss240.png,2
715,282,20,291,29,maksssksksss240.png,2
716,271,29,281,36,maksssksksss240.png,2
717,282,39,294,48,maksssksksss240.png,2
718,276,63,290,73,maksssksksss240.png,2
719,290,57,295,68,maksssksksss240.png,2
720,274,87,287,97,maksssksksss240.png,2
721,286,97,299,110,maksssksksss240.png,2
722,299,100,306,111,maksssksksss240.png,2
723,291,124,304,137,maksssksksss240.png,2
724,287,159,302,170,maksssksksss240.png,2
725,301,191,315,204,maksssksksss240.png,2
726,310,211,319,219,maksssksksss240.png,2
727,314,231,328,244,maksssksksss240.png,2
728,301,22,308,29,maksssksksss240.png,2
729,172,74,246,147,maksssksksss241.png,1
730,156,80,222,155,maksssksksss242.png,1
731,112,93,206,219,maksssksksss243.png,1
732,53,108,96,149,maksssksksss244.png,2
733,171,70,225,130,maksssksksss244.png,1
734,315,34,400,130,maksssksksss244.png,2
735,32,25,57,54,maksssksksss245.png,1
736,23,162,38,179,maksssksksss245.png,1
737,64,164,82,183,maksssksksss245.png,1
738,168,124,197,154,maksssksksss245.png,1
739,227,157,248,181,maksssksksss245.png,1
740,360,15,379,37,maksssksksss245.png,1
741,339,19,354,39,maksssksksss245.png,1
742,238,106,266,138,maksssksksss246.png,1
743,192,130,212,150,maksssksksss246.png,1
744,21,25,69,78,maksssksksss246.png,1
745,336,151,344,160,maksssksksss246.png,1
746,9,49,37,72,maksssksksss247.png,1
747,63,43,89,69,maksssksksss247.png,1
748,112,41,140,68,maksssksksss247.png,1
749,150,55,175,73,maksssksksss247.png,1
750,171,52,196,79,maksssksksss247.png,1
751,270,40,295,78,maksssksksss247.png,1
752,324,59,353,94,maksssksksss247.png,1
753,343,128,374,167,maksssksksss247.png,1
754,307,155,340,185,maksssksksss247.png,1
755,230,148,259,180,maksssksksss247.png,1
756,196,116,223,154,maksssksksss247.png,1
757,122,144,158,174,maksssksksss247.png,1
758,42,118,71,152,maksssksksss247.png,1
759,126,186,185,295,maksssksksss248.png,2
760,168,65,234,139,maksssksksss249.png,1
761,309,119,368,191,maksssksksss249.png,2
762,223,89,266,146,maksssksksss249.png,2
763,122,68,195,152,maksssksksss25.png,1
764,180,64,222,107,maksssksksss250.png,1
765,85,65,118,103,maksssksksss250.png,2
766,135,36,154,64,maksssksksss250.png,2
767,26,42,59,85,maksssksksss250.png,0
768,341,32,385,85,maksssksksss250.png,0
769,28,103,60,140,maksssksksss251.png,1
770,15,41,41,71,maksssksksss251.png,1
771,44,10,67,41,maksssksksss251.png,1
772,78,89,104,124,maksssksksss251.png,1
773,56,71,78,99,maksssksksss251.png,1
774,122,103,146,144,maksssksksss251.png,1
775,91,181,129,206,maksssksksss251.png,1
776,150,166,194,206,maksssksksss251.png,1
777,155,57,183,93,maksssksksss251.png,1
778,125,36,150,66,maksssksksss251.png,1
779,207,64,231,94,maksssksksss251.png,1
780,216,146,249,179,maksssksksss251.png,1
781,240,103,265,140,maksssksksss251.png,1
782,230,51,256,85,maksssksksss251.png,1
783,255,13,277,41,maksssksksss251.png,1
784,206,10,225,30,maksssksksss251.png,2
785,296,72,319,102,maksssksksss251.png,1
786,306,120,342,162,maksssksksss251.png,1
787,333,119,356,151,maksssksksss251.png,1
788,373,76,401,114,maksssksksss251.png,1
789,359,27,384,58,maksssksksss251.png,1
790,368,3,389,22,maksssksksss251.png,1
791,327,61,354,90,maksssksksss251.png,1
792,381,162,400,206,maksssksksss251.png,1
793,109,65,213,161,maksssksksss252.png,1
794,118,41,161,91,maksssksksss253.png,1
795,191,76,208,96,maksssksksss253.png,1
796,174,125,203,156,maksssksksss253.png,1
797,209,124,237,151,maksssksksss253.png,1
798,194,181,233,216,maksssksksss253.png,1
799,287,144,327,179,maksssksksss253.png,0
800,226,86,238,98,maksssksksss253.png,2
801,155,83,172,103,maksssksksss253.png,2
802,32,57,49,89,maksssksksss253.png,2
803,385,77,400,93,maksssksksss253.png,2
804,17,42,55,85,maksssksksss254.png,2
805,62,91,111,140,maksssksksss254.png,1
806,167,55,238,133,maksssksksss254.png,1
807,318,50,376,113,maksssksksss254.png,1
808,295,71,314,96,maksssksksss254.png,1
809,374,39,394,70,maksssksksss254.png,2
810,130,63,152,85,maksssksksss254.png,1
811,1,77,8,83,maksssksksss255.png,1
812,43,82,51,89,maksssksksss255.png,1
813,7,95,22,110,maksssksksss255.png,1
814,33,115,45,130,maksssksksss255.png,1
815,73,89,94,111,maksssksksss255.png,1
816,88,78,97,90,maksssksksss255.png,1
817,100,73,108,82,maksssksksss255.png,1
818,128,78,133,84,maksssksksss255.png,1
819,117,85,124,93,maksssksksss255.png,1
820,122,99,136,115,maksssksksss255.png,1
821,138,93,146,105,maksssksksss255.png,1
822,149,91,172,113,maksssksksss255.png,1
823,169,127,195,157,maksssksksss255.png,1
824,176,84,181,89,maksssksksss255.png,0
825,234,99,244,114,maksssksksss255.png,1
826,254,87,262,97,maksssksksss255.png,1
827,269,105,283,121,maksssksksss255.png,1
828,308,112,372,181,maksssksksss255.png,1
829,365,153,389,182,maksssksksss255.png,1
830,44,47,60,66,maksssksksss256.png,1
831,89,50,109,70,maksssksksss256.png,1
832,128,58,144,73,maksssksksss256.png,1
833,162,21,185,47,maksssksksss256.png,1
834,189,40,202,53,maksssksksss256.png,1
835,215,39,235,59,maksssksksss256.png,1
836,244,90,262,110,maksssksksss256.png,1
837,265,32,285,52,maksssksksss256.png,1
838,299,47,318,68,maksssksksss256.png,1
839,329,55,342,70,maksssksksss256.png,1
840,344,55,361,71,maksssksksss256.png,1
841,357,44,367,55,maksssksksss256.png,1
842,380,32,400,54,maksssksksss256.png,1
843,4,106,42,163,maksssksksss257.png,1
844,41,114,88,163,maksssksksss257.png,1
845,101,95,143,146,maksssksksss257.png,1
846,102,17,144,58,maksssksksss257.png,1
847,24,23,61,56,maksssksksss257.png,2
848,193,44,232,95,maksssksksss257.png,1
849,362,89,399,142,maksssksksss257.png,1
850,342,34,379,71,maksssksksss257.png,1
851,133,43,194,108,maksssksksss258.png,0
852,68,213,144,306,maksssksksss259.png,1
853,73,87,174,206,maksssksksss26.png,1
854,245,152,327,239,maksssksksss26.png,1
855,24,236,49,262,maksssksksss260.png,1
856,77,236,100,262,maksssksksss260.png,1
857,122,245,144,270,maksssksksss260.png,1
858,189,258,216,284,maksssksksss260.png,1
859,306,220,331,242,maksssksksss260.png,1
860,371,244,393,259,maksssksksss260.png,1
861,255,187,278,210,maksssksksss260.png,1
862,331,144,350,162,maksssksksss260.png,1
863,386,162,399,181,maksssksksss260.png,1
864,281,144,296,160,maksssksksss260.png,1
865,207,194,229,215,maksssksksss260.png,1
866,153,184,175,205,maksssksksss260.png,1
867,85,166,97,189,maksssksksss260.png,1
868,65,161,87,185,maksssksksss260.png,1
869,39,161,59,183,maksssksksss260.png,1
870,1,153,11,175,maksssksksss260.png,1
871,1,112,17,125,maksssksksss260.png,1
872,44,109,62,127,maksssksksss260.png,1
873,98,121,114,138,maksssksksss260.png,1
874,129,118,147,136,maksssksksss260.png,1
875,178,136,199,154,maksssksksss260.png,1
876,219,140,239,158,maksssksksss260.png,1
877,378,98,395,116,maksssksksss260.png,1
878,321,87,332,105,maksssksksss260.png,1
879,282,83,298,102,maksssksksss260.png,1
880,252,85,270,99,maksssksksss260.png,1
881,208,67,224,85,maksssksksss260.png,1
882,187,69,201,87,maksssksksss260.png,1
883,143,56,157,74,maksssksksss260.png,1
884,111,62,124,78,maksssksksss260.png,1
885,66,54,79,70,maksssksksss260.png,1
886,27,52,43,71,maksssksksss260.png,1
887,1,50,16,67,maksssksksss260.png,1
888,2,23,14,37,maksssksksss260.png,1
889,43,25,52,39,maksssksksss260.png,1
890,77,35,90,51,maksssksksss260.png,1
891,128,36,140,53,maksssksksss260.png,1
892,189,28,200,45,maksssksksss260.png,1
893,223,37,237,55,maksssksksss260.png,1
894,272,46,286,64,maksssksksss260.png,1
895,308,39,324,58,maksssksksss260.png,1
896,354,50,368,67,maksssksksss260.png,1
897,390,55,400,73,maksssksksss260.png,1
898,321,12,333,26,maksssksksss260.png,1
899,290,14,304,29,maksssksksss260.png,1
900,251,11,264,28,maksssksksss260.png,1
901,235,1,245,13,maksssksksss260.png,1
902,200,11,213,25,maksssksksss260.png,1
903,173,13,186,25,maksssksksss260.png,1
904,146,8,159,22,maksssksksss260.png,1
905,110,3,125,17,maksssksksss260.png,1
906,66,11,76,22,maksssksksss260.png,1
907,40,1,50,15,maksssksksss260.png,1
908,36,149,69,181,maksssksksss261.png,1
909,207,64,239,99,maksssksksss261.png,1
910,213,234,259,277,maksssksksss261.png,1
911,125,156,159,194,maksssksksss261.png,2
912,137,100,172,135,maksssksksss261.png,2
913,136,25,166,46,maksssksksss261.png,2
914,151,179,260,316,maksssksksss262.png,1
915,50,167,87,207,maksssksksss263.png,2
916,164,124,216,185,maksssksksss263.png,1
917,305,122,362,187,maksssksksss263.png,1
918,21,54,90,119,maksssksksss264.png,1
919,165,18,194,47,maksssksksss264.png,1
920,145,89,195,139,maksssksksss264.png,1
921,110,218,233,267,maksssksksss264.png,1
922,275,88,320,136,maksssksksss264.png,1
923,244,18,274,48,maksssksksss264.png,1
924,338,12,374,48,maksssksksss264.png,1
925,234,79,266,116,maksssksksss265.png,1
926,338,66,368,99,maksssksksss265.png,1
927,119,88,149,126,maksssksksss265.png,1
928,146,98,166,122,maksssksksss265.png,1
929,77,92,100,124,maksssksksss265.png,1
930,2,108,31,141,maksssksksss265.png,1
931,74,205,180,330,maksssksksss266.png,1
932,161,23,185,45,maksssksksss267.png,1
933,225,18,247,42,maksssksksss267.png,1
934,197,75,216,100,maksssksksss267.png,1
935,272,114,295,138,maksssksksss267.png,1
936,73,76,148,137,maksssksksss268.png,1
937,187,60,225,117,maksssksksss268.png,2
938,48,95,77,122,maksssksksss268.png,2
939,10,71,33,92,maksssksksss268.png,1
940,78,80,229,236,maksssksksss269.png,1
941,266,96,374,212,maksssksksss269.png,1
942,163,88,251,185,maksssksksss27.png,1
943,69,86,103,119,maksssksksss270.png,1
944,171,85,208,123,maksssksksss270.png,1
945,250,33,287,70,maksssksksss270.png,1
946,105,69,126,91,maksssksksss270.png,2
947,214,79,228,97,maksssksksss270.png,2
948,354,79,364,94,maksssksksss270.png,2
949,89,177,212,333,maksssksksss271.png,1
950,48,107,218,304,maksssksksss272.png,0
951,81,143,187,277,maksssksksss273.png,1
952,230,70,306,151,maksssksksss274.png,1
953,56,241,145,334,maksssksksss275.png,1
954,122,38,222,160,maksssksksss276.png,0
955,274,112,310,153,maksssksksss276.png,2
956,29,47,50,61,maksssksksss277.png,1
957,96,39,114,54,maksssksksss277.png,1
958,59,61,67,70,maksssksksss277.png,1
959,130,51,141,62,maksssksksss277.png,1
960,163,45,178,63,maksssksksss277.png,1
961,205,49,221,68,maksssksksss277.png,1
962,280,50,291,69,maksssksksss277.png,1
963,338,47,353,64,maksssksksss277.png,1
964,232,74,236,79,maksssksksss277.png,1
965,394,79,398,84,maksssksksss277.png,1
966,388,80,394,86,maksssksksss277.png,1
967,295,75,334,115,maksssksksss278.png,1
968,198,91,223,116,maksssksksss278.png,1
969,225,65,248,90,maksssksksss278.png,1
970,119,85,149,115,maksssksksss278.png,1
971,290,80,341,135,maksssksksss279.png,1
972,48,237,79,266,maksssksksss279.png,2
973,117,248,147,266,maksssksksss279.png,2
974,105,23,170,96,maksssksksss28.png,1
975,25,54,43,72,maksssksksss280.png,1
976,69,25,82,38,maksssksksss280.png,1
977,94,68,111,84,maksssksksss280.png,1
978,142,18,155,30,maksssksksss280.png,1
979,158,31,174,48,maksssksksss280.png,1
980,197,84,218,107,maksssksksss280.png,1
981,175,15,190,30,maksssksksss280.png,1
982,201,18,215,32,maksssksksss280.png,1
983,239,62,257,81,maksssksksss280.png,1
984,236,49,250,63,maksssksksss280.png,1
985,164,17,174,25,maksssksksss280.png,2
986,233,22,242,33,maksssksksss280.png,2
987,235,7,245,16,maksssksksss280.png,1
988,260,31,273,42,maksssksksss280.png,1
989,247,2,257,12,maksssksksss280.png,2
990,274,15,284,27,maksssksksss280.png,0
991,294,9,306,22,maksssksksss280.png,1
992,305,12,310,21,maksssksksss280.png,1
993,287,10,295,19,maksssksksss280.png,2
994,347,11,359,21,maksssksksss280.png,2
995,376,21,388,33,maksssksksss280.png,1
996,98,204,195,329,maksssksksss281.png,1
997,175,55,215,93,maksssksksss282.png,1
998,8,169,73,251,maksssksksss282.png,1
999,127,185,178,235,maksssksksss282.png,1
1000,265,185,290,226,maksssksksss282.png,1
1001,320,199,366,260,maksssksksss282.png,1
1002,265,159,280,177,maksssksksss282.png,1
1003,325,143,342,155,maksssksksss282.png,1
1004,329,169,350,193,maksssksksss282.png,0
1005,316,146,325,158,maksssksksss282.png,1
1006,77,206,170,323,maksssksksss283.png,1
1007,57,25,76,44,maksssksksss284.png,1
1008,110,2,127,20,maksssksksss284.png,1
1009,81,57,100,80,maksssksksss284.png,1
1010,131,22,153,46,maksssksksss284.png,1
1011,151,1,164,14,maksssksksss284.png,1
1012,188,6,202,21,maksssksksss284.png,1
1013,313,26,375,96,maksssksksss284.png,1
1014,66,99,209,235,maksssksksss285.png,1
1015,76,72,113,110,maksssksksss286.png,1
1016,236,94,274,134,maksssksksss286.png,1
1017,35,106,162,245,maksssksksss287.png,1
1018,248,135,361,254,maksssksksss287.png,1
1019,28,201,52,216,maksssksksss288.png,1
1020,143,93,175,126,maksssksksss288.png,1
1021,198,97,229,125,maksssksksss288.png,1
1022,89,193,149,258,maksssksksss289.png,2
1023,249,300,267,349,maksssksksss289.png,2
1024,50,96,120,171,maksssksksss29.png,1
1025,223,81,285,159,maksssksksss29.png,0
1026,279,44,340,114,maksssksksss29.png,0
1027,314,63,338,92,maksssksksss290.png,1
1028,184,42,213,72,maksssksksss290.png,1
1029,275,65,296,91,maksssksksss290.png,1
1030,256,82,277,95,maksssksksss290.png,1
1031,89,87,118,116,maksssksksss290.png,1
1032,133,89,154,113,maksssksksss290.png,1
1033,365,98,370,103,maksssksksss290.png,1
1034,136,259,200,359,maksssksksss291.png,1
1035,189,88,220,125,maksssksksss292.png,1
1036,144,65,178,109,maksssksksss292.png,1
1037,5,102,51,163,maksssksksss293.png,1
1038,143,129,199,183,maksssksksss293.png,1
1039,267,66,318,117,maksssksksss293.png,1
1040,70,73,125,126,maksssksksss293.png,1
1041,63,59,77,82,maksssksksss294.png,1
1042,131,81,151,102,maksssksksss294.png,1
1043,202,78,223,100,maksssksksss294.png,1
1044,293,72,315,95,maksssksksss294.png,1
1045,343,71,354,99,maksssksksss294.png,1
1046,271,73,278,82,maksssksksss294.png,2
1047,236,91,243,99,maksssksksss294.png,2
1048,236,76,243,83,maksssksksss294.png,2
1049,264,76,268,82,maksssksksss294.png,1
1050,281,72,286,78,maksssksksss294.png,1
1051,92,76,168,162,maksssksksss295.png,1
1052,42,88,68,112,maksssksksss296.png,2
1053,46,59,69,78,maksssksksss296.png,2
1054,77,56,97,72,maksssksksss296.png,1
1055,101,69,120,87,maksssksksss296.png,2
1056,114,51,132,70,maksssksksss296.png,1
1057,84,34,105,56,maksssksksss296.png,2
1058,42,125,62,158,maksssksksss296.png,1
1059,63,138,93,171,maksssksksss296.png,2
1060,91,162,121,197,maksssksksss296.png,2
1061,129,176,168,218,maksssksksss296.png,1
1062,136,102,162,131,maksssksksss296.png,1
1063,136,69,161,89,maksssksksss296.png,1
1064,140,33,155,48,maksssksksss296.png,2
1065,177,32,194,54,maksssksksss296.png,1
1066,172,46,184,65,maksssksksss296.png,1
1067,196,33,213,52,maksssksksss296.png,1
1068,221,22,237,40,maksssksksss296.png,2
1069,236,35,261,60,maksssksksss296.png,2
1070,175,90,197,114,maksssksksss296.png,1
1071,170,130,196,153,maksssksksss296.png,1
1072,213,101,238,130,maksssksksss296.png,1
1073,185,169,202,193,maksssksksss296.png,2
1074,165,172,182,207,maksssksksss296.png,2
1075,229,186,265,223,maksssksksss296.png,1
1076,244,113,272,141,maksssksksss296.png,1
1077,271,161,292,195,maksssksksss296.png,1
1078,262,82,282,103,maksssksksss296.png,1
1079,292,107,315,132,maksssksksss296.png,1
1080,262,18,282,38,maksssksksss296.png,2
1081,263,48,279,62,maksssksksss296.png,2
1082,282,26,300,43,maksssksksss296.png,2
1083,321,18,335,36,maksssksksss296.png,1
1084,296,49,314,67,maksssksksss296.png,2
1085,322,106,350,124,maksssksksss296.png,1
1086,341,154,373,182,maksssksksss296.png,2
1087,102,17,112,31,maksssksksss297.png,1
1088,87,26,103,41,maksssksksss297.png,1
1089,50,125,82,156,maksssksksss297.png,1
1090,123,102,148,130,maksssksksss297.png,1
1091,157,57,179,82,maksssksksss297.png,1
1092,157,4,165,12,maksssksksss297.png,1
1093,180,7,187,17,maksssksksss297.png,1
1094,217,13,229,24,maksssksksss297.png,1
1095,207,44,228,68,maksssksksss297.png,1
1096,216,81,241,108,maksssksksss297.png,1
1097,250,43,273,67,maksssksksss297.png,1
1098,294,22,306,35,maksssksksss297.png,2
1099,318,27,332,44,maksssksksss297.png,1
1100,310,5,321,17,maksssksksss297.png,1
1101,334,3,348,16,maksssksksss297.png,1
1102,354,10,367,20,maksssksksss297.png,1
1103,124,114,209,212,maksssksksss298.png,1
1104,248,52,324,140,maksssksksss298.png,1
1105,62,194,160,320,maksssksksss299.png,2
1106,52,53,73,76,maksssksksss3.png,1
1107,72,53,92,75,maksssksksss3.png,1
1108,112,51,120,68,maksssksksss3.png,1
1109,155,60,177,83,maksssksksss3.png,1
1110,189,59,210,80,maksssksksss3.png,1
1111,235,57,257,78,maksssksksss3.png,1
1112,289,60,309,83,maksssksksss3.png,1
1113,313,68,333,90,maksssksksss3.png,1
1114,351,35,364,59,maksssksksss3.png,1
1115,56,41,94,81,maksssksksss30.png,1
1116,119,61,146,87,maksssksksss30.png,2
1117,166,59,196,83,maksssksksss30.png,1
1118,220,31,249,64,maksssksksss30.png,1
1119,262,66,290,95,maksssksksss30.png,1
1120,292,58,318,86,maksssksksss30.png,2
1121,334,131,365,161,maksssksksss30.png,1
1122,82,159,180,272,maksssksksss300.png,1
1123,146,43,174,72,maksssksksss301.png,1
1124,205,77,228,102,maksssksksss301.png,1
1125,90,176,143,225,maksssksksss301.png,1
1126,191,196,240,225,maksssksksss301.png,1
1127,325,34,348,58,maksssksksss301.png,1
1128,246,24,272,47,maksssksksss301.png,1
1129,279,22,303,51,maksssksksss301.png,1
1130,193,43,219,72,maksssksksss301.png,1
1131,207,3,217,20,maksssksksss301.png,1
1132,155,11,173,30,maksssksksss301.png,1
1133,103,1,115,15,maksssksksss301.png,1
1134,55,12,73,29,maksssksksss301.png,1
1135,11,21,31,36,maksssksksss301.png,1
1136,77,6,89,20,maksssksksss301.png,1
1137,308,1,324,19,maksssksksss301.png,1
1138,85,19,100,37,maksssksksss301.png,2
1139,199,124,242,169,maksssksksss302.png,1
1140,149,28,190,84,maksssksksss302.png,1
1141,266,52,278,69,maksssksksss302.png,2
1142,92,66,110,81,maksssksksss303.png,1
1143,239,40,256,58,maksssksksss303.png,1
1144,202,61,246,103,maksssksksss304.png,1
1145,190,115,224,150,maksssksksss304.png,1
1146,207,120,223,135,maksssksksss305.png,1
1147,306,139,321,152,maksssksksss305.png,1
1148,343,141,359,155,maksssksksss305.png,2
1149,280,128,295,141,maksssksksss305.png,2
1150,256,118,270,130,maksssksksss305.png,2
1151,182,118,195,133,maksssksksss305.png,2
1152,139,116,155,130,maksssksksss305.png,2
1153,171,113,184,125,maksssksksss305.png,2
1154,72,114,89,129,maksssksksss305.png,0
1155,107,114,120,129,maksssksksss305.png,0
1156,94,161,107,175,maksssksksss305.png,0
1157,239,122,255,137,maksssksksss305.png,0
1158,25,128,33,137,maksssksksss305.png,1
1159,333,134,342,142,maksssksksss305.png,2
1160,143,181,254,321,maksssksksss306.png,1
1161,3,65,96,163,maksssksksss307.png,0
1162,146,28,249,140,maksssksksss307.png,1
1163,287,180,343,225,maksssksksss307.png,2
1164,209,64,232,84,maksssksksss308.png,1
1165,238,53,261,77,maksssksksss308.png,1
1166,270,77,286,96,maksssksksss308.png,1
1167,109,50,172,114,maksssksksss309.png,0
1168,209,90,278,165,maksssksksss31.png,1
1169,144,60,202,135,maksssksksss31.png,1
1170,21,32,44,59,maksssksksss310.png,1
1171,63,37,85,60,maksssksksss310.png,1
1172,228,28,248,50,maksssksksss310.png,1
1173,248,78,268,100,maksssksksss310.png,1
1174,333,51,348,70,maksssksksss310.png,1
1175,388,63,396,72,maksssksksss310.png,2
1176,176,38,222,92,maksssksksss311.png,1
1177,222,57,252,84,maksssksksss311.png,1
1178,300,32,326,57,maksssksksss311.png,1
1179,31,34,63,61,maksssksksss311.png,1
1180,77,47,107,68,maksssksksss311.png,1
1181,49,124,72,149,maksssksksss312.png,1
1182,157,169,182,194,maksssksksss312.png,1
1183,188,112,217,140,maksssksksss312.png,1
1184,143,39,309,257,maksssksksss313.png,1
1185,1,33,38,89,maksssksksss314.png,1
1186,59,38,93,83,maksssksksss314.png,1
1187,169,61,201,102,maksssksksss314.png,1
1188,348,57,380,95,maksssksksss314.png,1
1189,214,112,236,130,maksssksksss314.png,1
1190,301,133,320,152,maksssksksss314.png,1
1191,325,133,346,156,maksssksksss314.png,1
1192,251,137,272,156,maksssksksss314.png,1
1193,236,125,255,145,maksssksksss314.png,1
1194,124,110,184,173,maksssksksss315.png,1
1195,272,117,320,163,maksssksksss315.png,1
1196,157,82,179,113,maksssksksss316.png,2
1197,91,38,133,78,maksssksksss316.png,1
1198,241,63,281,105,maksssksksss316.png,1
1199,312,67,332,110,maksssksksss316.png,1
1200,67,53,164,174,maksssksksss317.png,1
1201,283,25,326,69,maksssksksss317.png,2
1202,315,59,337,88,maksssksksss318.png,1
1203,212,52,240,80,maksssksksss318.png,1
1204,136,59,159,86,maksssksksss318.png,2
1205,50,82,66,99,maksssksksss318.png,2
1206,96,55,107,71,maksssksksss318.png,2
1207,32,61,47,76,maksssksksss318.png,2
1208,172,77,184,89,maksssksksss318.png,2
1209,68,67,76,77,maksssksksss319.png,1
1210,109,68,119,81,maksssksksss319.png,2
1211,131,66,143,79,maksssksksss319.png,2
1212,148,75,164,92,maksssksksss319.png,1
1213,182,60,200,82,maksssksksss319.png,1
1214,193,70,200,83,maksssksksss319.png,2
1215,209,68,225,87,maksssksksss319.png,1
1216,226,80,234,91,maksssksksss319.png,2
1217,234,79,249,95,maksssksksss319.png,1
1218,285,82,302,99,maksssksksss319.png,1
1219,367,66,373,85,maksssksksss319.png,2
1220,177,46,200,70,maksssksksss32.png,1
1221,305,32,338,60,maksssksksss32.png,1
1222,20,51,30,64,maksssksksss320.png,2
1223,107,21,126,44,maksssksksss320.png,1
1224,185,89,201,108,maksssksksss320.png,1
1225,335,10,357,36,maksssksksss320.png,1
1226,170,82,212,145,maksssksksss321.png,2
1227,215,70,281,151,maksssksksss321.png,1
1228,60,100,186,253,maksssksksss322.png,1
1229,322,257,368,346,maksssksksss323.png,1
1230,90,123,224,277,maksssksksss324.png,1
1231,177,58,208,91,maksssksksss325.png,1
1232,26,113,44,130,maksssksksss325.png,1
1233,57,130,72,143,maksssksksss325.png,1
1234,117,133,129,147,maksssksksss325.png,1
1235,89,138,98,150,maksssksksss325.png,1
1236,102,147,112,158,maksssksksss325.png,1
1237,250,138,261,150,maksssksksss325.png,1
1238,246,172,254,182,maksssksksss325.png,2
1239,302,101,317,121,maksssksksss325.png,1
1240,333,108,347,127,maksssksksss325.png,1
1241,359,66,383,99,maksssksksss325.png,1
1242,164,77,230,152,maksssksksss326.png,1
1243,192,116,276,183,maksssksksss326.png,1
1244,18,84,64,134,maksssksksss327.png,2
1245,18,200,69,246,maksssksksss327.png,2
1246,112,46,149,73,maksssksksss327.png,2
1247,237,137,290,186,maksssksksss327.png,1
1248,278,17,322,66,maksssksksss327.png,2
1249,342,98,385,140,maksssksksss327.png,2
1250,346,218,393,254,maksssksksss327.png,2
1251,82,139,187,270,maksssksksss328.png,1
1252,44,25,95,81,maksssksksss329.png,1
1253,50,121,89,158,maksssksksss329.png,1
1254,41,210,88,260,maksssksksss329.png,1
1255,176,29,228,85,maksssksksss329.png,1
1256,175,123,225,169,maksssksksss329.png,1
