xmin,ymin,xmax,ymax,image,labels
215,112,229,127,maksssksksss240.png,2
218,90,232,103,maksssksksss240.png,2
209,89,219,101,maksssksksss240.png,2
207,47,214,56,maksssksksss240.png,2
213,51,225,63,maksssksksss240.png,2
228,22,238,33,maksssksksss240.png,2
230,56,242,68,maksssksksss240.png,2
250,55,260,64,maksssksksss240.png,2
249,80,262,92,maksssksksss240.png,2
241,124,253,134,maksssksksss240.png,2
220,158,231,172,maksssksksss240.png,2
233,170,247,184,maksssksksss240.png,2
251,169,264,183,maksssksksss240.png,2
253,128,267,142,maksssksksss240.png,2
250,224,262,238,maksssksksss240.png,2
242,33,253,43,maksssksksss240.png,2
260,26,267,36,maksssksksss240.png,2
255,14,264,22,maksssksksss240.png,2
282,20,291,29,maksssksksss240.png,2
271,29,281,36,maksssksksss240.png,2
282,39,294,48,maksssksksss240.png,2
276,63,290,73,maksssksksss240.png,2
290,57,295,68,maksssksksss240.png,2
274,87,287,97,maksssksksss240.png,2
286,97,299,110,maksssksksss240.png,2
299,100,306,111,maksssksksss240.png,2
291,124,304,137,maksssksksss240.png,2
287,159,302,170,maksssksksss240.png,2
301,191,315,204,maksssksksss240.png,2
310,211,319,219,maksssksksss240.png,2
314,231,328,244,maksssksksss240.png,2
301,22,308,29,maksssksksss240.png,2
172,74,246,147,maksssksksss241.png,1
156,80,222,155,maksssksksss242.png,1
112,93,206,219,maksssksksss243.png,1
53,108,96,149,maksssksksss244.png,2
171,70,225,130,maksssksksss244.png,1
315,34,400,130,maksssksksss244.png,2
32,25,57,54,maksssksksss245.png,1
23,162,38,179,maksssksksss245.png,1
64,164,82,183,maksssksksss245.png,1
168,124,197,154,maksssksksss245.png,1
227,157,248,181,maksssksksss245.png,1
360,15,379,37,maksssksksss245.png,1
339,19,354,39,maksssksksss245.png,1
238,106,266,138,maksssksksss246.png,1
192,130,212,150,maksssksksss246.png,1
21,25,69,78,maksssksksss246.png,1
336,151,344,160,maksssksksss246.png,1
9,49,37,72,maksssksksss247.png,1
63,43,89,69,maksssksksss247.png,1
112,41,140,68,maksssksksss247.png,1
150,55,175,73,maksssksksss247.png,1
171,52,196,79,maksssksksss247.png,1
270,40,295,78,maksssksksss247.png,1
324,59,353,94,maksssksksss247.png,1
343,128,374,167,maksssksksss247.png,1
307,155,340,185,maksssksksss247.png,1
230,148,259,180,maksssksksss247.png,1
196,116,223,154,maksssksksss247.png,1
122,144,158,174,maksssksksss247.png,1
42,118,71,152,maksssksksss247.png,1
126,186,185,295,maksssksksss248.png,2
168,65,234,139,maksssksksss249.png,1
309,119,368,191,maksssksksss249.png,2
223,89,266,146,maksssksksss249.png,2
122,68,195,152,maksssksksss25.png,1
180,64,222,107,maksssksksss250.png,1
85,65,118,103,maksssksksss250.png,2
135,36,154,64,maksssksksss250.png,2
26,42,59,85,maksssksksss250.png,0
341,32,385,85,maksssksksss250.png,0
28,103,60,140,maksssksksss251.png,1
15,41,41,71,maksssksksss251.png,1
44,10,67,41,maksssksksss251.png,1
78,89,104,124,maksssksksss251.png,1
56,71,78,99,maksssksksss251.png,1
122,103,146,144,maksssksksss251.png,1
91,181,129,206,maksssksksss251.png,1
150,166,194,206,maksssksksss251.png,1
155,57,183,93,maksssksksss251.png,1
125,36,150,66,maksssksksss251.png,1
207,64,231,94,maksssksksss251.png,1
216,146,249,179,maksssksksss251.png,1
240,103,265,140,maksssksksss251.png,1
230,51,256,85,maksssksksss251.png,1
255,13,277,41,maksssksksss251.png,1
206,10,225,30,maksssksksss251.png,2
296,72,319,102,maksssksksss251.png,1
306,120,342,162,maksssksksss251.png,1
333,119,356,151,maksssksksss251.png,1
373,76,401,114,maksssksksss251.png,1
359,27,384,58,maksssksksss251.png,1
368,3,389,22,maksssksksss251.png,1
327,61,354,90,maksssksksss251.png,1
381,162,400,206,maksssksksss251.png,1
109,65,213,161,maksssksksss252.png,1
118,41,161,91,maksssksksss253.png,1
191,76,208,96,maksssksksss253.png,1
174,125,203,156,maksssksksss253.png,1
209,124,237,151,maksssksksss253.png,1
194,181,233,216,maksssksksss253.png,1
287,144,327,179,maksssksksss253.png,0
226,86,238,98,maksssksksss253.png,2
155,83,172,103,maksssksksss253.png,2
32,57,49,89,maksssksksss253.png,2
385,77,400,93,maksssksksss253.png,2
17,42,55,85,maksssksksss254.png,2
62,91,111,140,maksssksksss254.png,1
167,55,238,133,maksssksksss254.png,1
318,50,376,113,maksssksksss254.png,1
295,71,314,96,maksssksksss254.png,1
374,39,394,70,maksssksksss254.png,2
130,63,152,85,maksssksksss254.png,1
1,77,8,83,maksssksksss255.png,1
43,82,51,89,maksssksksss255.png,1
7,95,22,110,maksssksksss255.png,1
33,115,45,130,maksssksksss255.png,1
73,89,94,111,maksssksksss255.png,1
88,78,97,90,maksssksksss255.png,1
100,73,108,82,maksssksksss255.png,1
128,78,133,84,maksssksksss255.png,1
117,85,124,93,maksssksksss255.png,1
122,99,136,115,maksssksksss255.png,1
138,93,146,105,maksssksksss255.png,1
149,91,172,113,maksssksksss255.png,1
169,127,195,157,maksssksksss255.png,1
176,84,181,89,maksssksksss255.png,0
234,99,244,114,maksssksksss255.png,1
254,87,262,97,maksssksksss255.png,1
269,105,283,121,maksssksksss255.png,1
308,112,372,181,maksssksksss255.png,1
365,153,389,182,maksssksksss255.png,1
44,47,60,66,maksssksksss256.png,1
89,50,109,70,maksssksksss256.png,1
128,58,144,73,maksssksksss256.png,1
162,21,185,47,maksssksksss256.png,1
189,40,202,53,maksssksksss256.png,1
215,39,235,59,maksssksksss256.png,1
244,90,262,110,maksssksksss256.png,1
265,32,285,52,maksssksksss256.png,1
299,47,318,68,maksssksksss256.png,1
329,55,342,70,maksssksksss256.png,1
344,55,361,71,maksssksksss256.png,1
357,44,367,55,maksssksksss256.png,1
380,32,400,54,maksssksksss256.png,1
4,106,42,163,maksssksksss257.png,1
41,114,88,163,maksssksksss257.png,1
101,95,143,146,maksssksksss257.png,1
102,17,144,58,maksssksksss257.png,1
24,23,61,56,maksssksksss257.png,2
193,44,232,95,maksssksksss257.png,1
362,89,399,142,maksssksksss257.png,1
342,34,379,71,maksssksksss257.png,1
133,43,194,108,maksssksksss258.png,0
68,213,144,306,maksssksksss259.png,1
73,87,174,206,maksssksksss26.png,1
245,152,327,239,maksssksksss26.png,1
24,236,49,262,maksssksksss260.png,1
77,236,100,262,maksssksksss260.png,1
122,245,144,270,maksssksksss260.png,1
189,258,216,284,maksssksksss260.png,1
306,220,331,242,maksssksksss260.png,1
371,244,393,259,maksssksksss260.png,1
255,187,278,210,maksssksksss260.png,1
331,144,350,162,maksssksksss260.png,1
386,162,399,181,maksssksksss260.png,1
281,144,296,160,maksssksksss260.png,1
207,194,229,215,maksssksksss260.png,1
153,184,175,205,maksssksksss260.png,1
85,166,97,189,maksssksksss260.png,1
65,161,87,185,maksssksksss260.png,1
39,161,59,183,maksssksksss260.png,1
1,153,11,175,maksssksksss260.png,1
1,112,17,125,maksssksksss260.png,1
44,109,62,127,maksssksksss260.png,1
98,121,114,138,maksssksksss260.png,1
129,118,147,136,maksssksksss260.png,1
178,136,199,154,maksssksksss260.png,1
219,140,239,158,maksssksksss260.png,1
378,98,395,116,maksssksksss260.png,1
321,87,332,105,maksssksksss260.png,1
282,83,298,102,maksssksksss260.png,1
252,85,270,99,maksssksksss260.png,1
208,67,224,85,maksssksksss260.png,1
187,69,201,87,maksssksksss260.png,1
143,56,157,74,maksssksksss260.png,1
111,62,124,78,maksssksksss260.png,1
66,54,79,70,maksssksksss260.png,1
27,52,43,71,maksssksksss260.png,1
1,50,16,67,maksssksksss260.png,1
2,23,14,37,maksssksksss260.png,1
43,25,52,39,maksssksksss260.png,1
77,35,90,51,maksssksksss260.png,1
128,36,140,53,maksssksksss260.png,1
189,28,200,45,maksssksksss260.png,1
223,37,237,55,maksssksksss260.png,1
272,46,286,64,maksssksksss260.png,1
308,39,324,58,maksssksksss260.png,1
354,50,368,67,maksssksksss260.png,1
390,55,400,73,maksssksksss260.png,1
321,12,333,26,maksssksksss260.png,1
290,14,304,29,maksssksksss260.png,1
251,11,264,28,maksssksksss260.png,1
235,1,245,13,maksssksksss260.png,1
200,11,213,25,maksssksksss260.png,1
173,13,186,25,maksssksksss260.png,1
146,8,159,22,maksssksksss260.png,1
110,3,125,17,maksssksksss260.png,1
66,11,76,22,maksssksksss260.png,1
40,1,50,15,maksssksksss260.png,1
36,149,69,181,maksssksksss261.png,1
207,64,239,99,maksssksksss261.png,1
213,234,259,277,maksssksksss261.png,1
125,156,159,194,maksssksksss261.png,2
137,100,172,135,maksssksksss261.png,2
136,25,166,46,maksssksksss261.png,2
151,179,260,316,maksssksksss262.png,1
50,167,87,207,maksssksksss263.png,2
164,124,216,185,maksssksksss263.png,1
305,122,362,187,maksssksksss263.png,1
21,54,90,119,maksssksksss264.png,1
165,18,194,47,maksssksksss264.png,1
145,89,195,139,maksssksksss264.png,1
110,218,233,267,maksssksksss264.png,1
275,88,320,136,maksssksksss264.png,1
244,18,274,48,maksssksksss264.png,1
338,12,374,48,maksssksksss264.png,1
234,79,266,116,maksssksksss265.png,1
338,66,368,99,maksssksksss265.png,1
119,88,149,126,maksssksksss265.png,1
146,98,166,122,maksssksksss265.png,1
77,92,100,124,maksssksksss265.png,1
2,108,31,141,maksssksksss265.png,1
74,205,180,330,maksssksksss266.png,1
161,23,185,45,maksssksksss267.png,1
225,18,247,42,maksssksksss267.png,1
197,75,216,100,maksssksksss267.png,1
272,114,295,138,maksssksksss267.png,1
73,76,148,137,maksssksksss268.png,1
187,60,225,117,maksssksksss268.png,2
48,95,77,122,maksssksksss268.png,2
10,71,33,92,maksssksksss268.png,1
78,80,229,236,maksssksksss269.png,1
266,96,374,212,maksssksksss269.png,1
163,88,251,185,maksssksksss27.png,1
69,86,103,119,maksssksksss270.png,1
171,85,208,123,maksssksksss270.png,1
250,33,287,70,maksssksksss270.png,1
105,69,126,91,maksssksksss270.png,2
214,79,228,97,maksssksksss270.png,2
354,79,364,94,maksssksksss270.png,2
89,177,212,333,maksssksksss271.png,1
48,107,218,304,maksssksksss272.png,0
81,143,187,277,maksssksksss273.png,1
230,70,306,151,maksssksksss274.png,1
56,241,145,334,maksssksksss275.png,1
122,38,222,160,maksssksksss276.png,0
274,112,310,153,maksssksksss276.png,2
29,47,50,61,maksssksksss277.png,1
96,39,114,54,maksssksksss277.png,1
59,61,67,70,maksssksksss277.png,1
130,51,141,62,maksssksksss277.png,1
163,45,178,63,maksssksksss277.png,1
205,49,221,68,maksssksksss277.png,1
280,50,291,69,maksssksksss277.png,1
338,47,353,64,maksssksksss277.png,1
232,74,236,79,maksssksksss277.png,1
394,79,398,84,maksssksksss277.png,1
388,80,394,86,maksssksksss277.png,1
295,75,334,115,maksssksksss278.png,1
198,91,223,116,maksssksksss278.png,1
225,65,248,90,maksssksksss278.png,1
119,85,149,115,maksssksksss278.png,1
290,80,341,135,maksssksksss279.png,1
48,237,79,266,maksssksksss279.png,2
117,248,147,266,maksssksksss279.png,2
105,23,170,96,maksssksksss28.png,1
25,54,43,72,maksssksksss280.png,1
69,25,82,38,maksssksksss280.png,1
94,68,111,84,maksssksksss280.png,1
142,18,155,30,maksssksksss280.png,1
158,31,174,48,maksssksksss280.png,1
197,84,218,107,maksssksksss280.png,1
175,15,190,30,maksssksksss280.png,1
201,18,215,32,maksssksksss280.png,1
239,62,257,81,maksssksksss280.png,1
236,49,250,63,maksssksksss280.png,1
164,17,174,25,maksssksksss280.png,2
233,22,242,33,maksssksksss280.png,2
235,7,245,16,maksssksksss280.png,1
260,31,273,42,maksssksksss280.png,1
247,2,257,12,maksssksksss280.png,2
274,15,284,27,maksssksksss280.png,0
294,9,306,22,maksssksksss280.png,1
305,12,310,21,maksssksksss280.png,1
287,10,295,19,maksssksksss280.png,2
347,11,359,21,maksssksksss280.png,2
376,21,388,33,maksssksksss280.png,1
98,204,195,329,maksssksksss281.png,1
175,55,215,93,maksssksksss282.png,1
8,169,73,251,maksssksksss282.png,1
127,185,178,235,maksssksksss282.png,1
265,185,290,226,maksssksksss282.png,1
320,199,366,260,maksssksksss282.png,1
265,159,280,177,maksssksksss282.png,1
325,143,342,155,maksssksksss282.png,1
329,169,350,193,maksssksksss282.png,0
316,146,325,158,maksssksksss282.png,1
77,206,170,323,maksssksksss283.png,1
57,25,76,44,maksssksksss284.png,1
110,2,127,20,maksssksksss284.png,1
81,57,100,80,maksssksksss284.png,1
131,22,153,46,maksssksksss284.png,1
151,1,164,14,maksssksksss284.png,1
188,6,202,21,maksssksksss284.png,1
313,26,375,96,maksssksksss284.png,1
66,99,209,235,maksssksksss285.png,1
76,72,113,110,maksssksksss286.png,1
236,94,274,134,maksssksksss286.png,1
35,106,162,245,maksssksksss287.png,1
248,135,361,254,maksssksksss287.png,1
28,201,52,216,maksssksksss288.png,1
143,93,175,126,maksssksksss288.png,1
198,97,229,125,maksssksksss288.png,1
89,193,149,258,maksssksksss289.png,2
249,300,267,349,maksssksksss289.png,2
50,96,120,171,maksssksksss29.png,1
223,81,285,159,maksssksksss29.png,0
279,44,340,114,maksssksksss29.png,0
314,63,338,92,maksssksksss290.png,1
184,42,213,72,maksssksksss290.png,1
275,65,296,91,maksssksksss290.png,1
256,82,277,95,maksssksksss290.png,1
89,87,118,116,maksssksksss290.png,1
133,89,154,113,maksssksksss290.png,1
365,98,370,103,maksssksksss290.png,1
136,259,200,359,maksssksksss291.png,1
189,88,220,125,maksssksksss292.png,1
144,65,178,109,maksssksksss292.png,1
5,102,51,163,maksssksksss293.png,1
143,129,199,183,maksssksksss293.png,1
267,66,318,117,maksssksksss293.png,1
70,73,125,126,maksssksksss293.png,1
63,59,77,82,maksssksksss294.png,1
131,81,151,102,maksssksksss294.png,1
202,78,223,100,maksssksksss294.png,1
293,72,315,95,maksssksksss294.png,1
343,71,354,99,maksssksksss294.png,1
271,73,278,82,maksssksksss294.png,2
236,91,243,99,maksssksksss294.png,2
236,76,243,83,maksssksksss294.png,2
264,76,268,82,maksssksksss294.png,1
281,72,286,78,maksssksksss294.png,1
92,76,168,162,maksssksksss295.png,1
42,88,68,112,maksssksksss296.png,2
46,59,69,78,maksssksksss296.png,2
77,56,97,72,maksssksksss296.png,1
101,69,120,87,maksssksksss296.png,2
114,51,132,70,maksssksksss296.png,1
84,34,105,56,maksssksksss296.png,2
42,125,62,158,maksssksksss296.png,1
63,138,93,171,maksssksksss296.png,2
91,162,121,197,maksssksksss296.png,2
129,176,168,218,maksssksksss296.png,1
136,102,162,131,maksssksksss296.png,1
136,69,161,89,maksssksksss296.png,1
140,33,155,48,maksssksksss296.png,2
177,32,194,54,maksssksksss296.png,1
172,46,184,65,maksssksksss296.png,1
196,33,213,52,maksssksksss296.png,1
221,22,237,40,maksssksksss296.png,2
236,35,261,60,maksssksksss296.png,2
175,90,197,114,maksssksksss296.png,1
170,130,196,153,maksssksksss296.png,1
213,101,238,130,maksssksksss296.png,1
185,169,202,193,maksssksksss296.png,2
165,172,182,207,maksssksksss296.png,2
229,186,265,223,maksssksksss296.png,1
244,113,272,141,maksssksksss296.png,1
271,161,292,195,maksssksksss296.png,1
262,82,282,103,maksssksksss296.png,1
292,107,315,132,maksssksksss296.png,1
262,18,282,38,maksssksksss296.png,2
263,48,279,62,maksssksksss296.png,2
282,26,300,43,maksssksksss296.png,2
321,18,335,36,maksssksksss296.png,1
296,49,314,67,maksssksksss296.png,2
322,106,350,124,maksssksksss296.png,1
341,154,373,182,maksssksksss296.png,2
102,17,112,31,maksssksksss297.png,1
87,26,103,41,maksssksksss297.png,1
50,125,82,156,maksssksksss297.png,1
123,102,148,130,maksssksksss297.png,1
157,57,179,82,maksssksksss297.png,1
157,4,165,12,maksssksksss297.png,1
180,7,187,17,maksssksksss297.png,1
217,13,229,24,maksssksksss297.png,1
207,44,228,68,maksssksksss297.png,1
216,81,241,108,maksssksksss297.png,1
250,43,273,67,maksssksksss297.png,1
294,22,306,35,maksssksksss297.png,2
318,27,332,44,maksssksksss297.png,1
310,5,321,17,maksssksksss297.png,1
334,3,348,16,maksssksksss297.png,1
354,10,367,20,maksssksksss297.png,1
124,114,209,212,maksssksksss298.png,1
248,52,324,140,maksssksksss298.png,1
62,194,160,320,maksssksksss299.png,2
52,53,73,76,maksssksksss3.png,1
72,53,92,75,maksssksksss3.png,1
112,51,120,68,maksssksksss3.png,1
155,60,177,83,maksssksksss3.png,1
189,59,210,80,maksssksksss3.png,1
235,57,257,78,maksssksksss3.png,1
289,60,309,83,maksssksksss3.png,1
313,68,333,90,maksssksksss3.png,1
351,35,364,59,maksssksksss3.png,1
56,41,94,81,maksssksksss30.png,1
119,61,146,87,maksssksksss30.png,2
166,59,196,83,maksssksksss30.png,1
220,31,249,64,maksssksksss30.png,1
262,66,290,95,maksssksksss30.png,1
292,58,318,86,maksssksksss30.png,2
334,131,365,161,maksssksksss30.png,1
82,159,180,272,maksssksksss300.png,1
146,43,174,72,maksssksksss301.png,1
205,77,228,102,maksssksksss301.png,1
90,176,143,225,maksssksksss301.png,1
191,196,240,225,maksssksksss301.png,1
325,34,348,58,maksssksksss301.png,1
246,24,272,47,maksssksksss301.png,1
279,22,303,51,maksssksksss301.png,1
193,43,219,72,maksssksksss301.png,1
207,3,217,20,maksssksksss301.png,1
155,11,173,30,maksssksksss301.png,1
103,1,115,15,maksssksksss301.png,1
55,12,73,29,maksssksksss301.png,1
11,21,31,36,maksssksksss301.png,1
77,6,89,20,maksssksksss301.png,1
308,1,324,19,maksssksksss301.png,1
85,19,100,37,maksssksksss301.png,2
199,124,242,169,maksssksksss302.png,1
149,28,190,84,maksssksksss302.png,1
266,52,278,69,maksssksksss302.png,2
92,66,110,81,maksssksksss303.png,1
239,40,256,58,maksssksksss303.png,1
202,61,246,103,maksssksksss304.png,1
190,115,224,150,maksssksksss304.png,1
207,120,223,135,maksssksksss305.png,1
306,139,321,152,maksssksksss305.png,1
343,141,359,155,maksssksksss305.png,2
280,128,295,141,maksssksksss305.png,2
256,118,270,130,maksssksksss305.png,2
182,118,195,133,maksssksksss305.png,2
139,116,155,130,maksssksksss305.png,2
171,113,184,125,maksssksksss305.png,2
72,114,89,129,maksssksksss305.png,0
107,114,120,129,maksssksksss305.png,0
94,161,107,175,maksssksksss305.png,0
239,122,255,137,maksssksksss305.png,0
25,128,33,137,maksssksksss305.png,1
333,134,342,142,maksssksksss305.png,2
143,181,254,321,maksssksksss306.png,1
3,65,96,163,maksssksksss307.png,0
146,28,249,140,maksssksksss307.png,1
287,180,343,225,maksssksksss307.png,2
209,64,232,84,maksssksksss308.png,1
238,53,261,77,maksssksksss308.png,1
270,77,286,96,maksssksksss308.png,1
109,50,172,114,maksssksksss309.png,0
209,90,278,165,maksssksksss31.png,1
144,60,202,135,maksssksksss31.png,1
21,32,44,59,maksssksksss310.png,1
63,37,85,60,maksssksksss310.png,1
228,28,248,50,maksssksksss310.png,1
248,78,268,100,maksssksksss310.png,1
333,51,348,70,maksssksksss310.png,1
388,63,396,72,maksssksksss310.png,2
176,38,222,92,maksssksksss311.png,1
222,57,252,84,maksssksksss311.png,1
300,32,326,57,maksssksksss311.png,1
31,34,63,61,maksssksksss311.png,1
77,47,107,68,maksssksksss311.png,1
49,124,72,149,maksssksksss312.png,1
157,169,182,194,maksssksksss312.png,1
188,112,217,140,maksssksksss312.png,1
143,39,309,257,maksssksksss313.png,1
1,33,38,89,maksssksksss314.png,1
59,38,93,83,maksssksksss314.png,1
169,61,201,102,maksssksksss314.png,1
348,57,380,95,maksssksksss314.png,1
214,112,236,130,maksssksksss314.png,1
301,133,320,152,maksssksksss314.png,1
325,133,346,156,maksssksksss314.png,1
251,137,272,156,maksssksksss314.png,1
236,125,255,145,maksssksksss314.png,1
124,110,184,173,maksssksksss315.png,1
272,117,320,163,maksssksksss315.png,1
157,82,179,113,maksssksksss316.png,2
91,38,133,78,maksssksksss316.png,1
241,63,281,105,maksssksksss316.png,1
312,67,332,110,maksssksksss316.png,1
67,53,164,174,maksssksksss317.png,1
283,25,326,69,maksssksksss317.png,2
315,59,337,88,maksssksksss318.png,1
212,52,240,80,maksssksksss318.png,1
136,59,159,86,maksssksksss318.png,2
50,82,66,99,maksssksksss318.png,2
96,55,107,71,maksssksksss318.png,2
32,61,47,76,maksssksksss318.png,2
172,77,184,89,maksssksksss318.png,2
68,67,76,77,maksssksksss319.png,1
109,68,119,81,maksssksksss319.png,2
131,66,143,79,maksssksksss319.png,2
148,75,164,92,maksssksksss319.png,1
182,60,200,82,maksssksksss319.png,1
193,70,200,83,maksssksksss319.png,2
209,68,225,87,maksssksksss319.png,1
226,80,234,91,maksssksksss319.png,2
234,79,249,95,maksssksksss319.png,1
285,82,302,99,maksssksksss319.png,1
367,66,373,85,maksssksksss319.png,2
177,46,200,70,maksssksksss32.png,1
305,32,338,60,maksssksksss32.png,1
20,51,30,64,maksssksksss320.png,2
107,21,126,44,maksssksksss320.png,1
185,89,201,108,maksssksksss320.png,1
335,10,357,36,maksssksksss320.png,1
170,82,212,145,maksssksksss321.png,2
215,70,281,151,maksssksksss321.png,1
60,100,186,253,maksssksksss322.png,1
322,257,368,346,maksssksksss323.png,1
90,123,224,277,maksssksksss324.png,1
177,58,208,91,maksssksksss325.png,1
26,113,44,130,maksssksksss325.png,1
57,130,72,143,maksssksksss325.png,1
117,133,129,147,maksssksksss325.png,1
89,138,98,150,maksssksksss325.png,1
102,147,112,158,maksssksksss325.png,1
250,138,261,150,maksssksksss325.png,1
246,172,254,182,maksssksksss325.png,2
302,101,317,121,maksssksksss325.png,1
333,108,347,127,maksssksksss325.png,1
359,66,383,99,maksssksksss325.png,1
164,77,230,152,maksssksksss326.png,1
192,116,276,183,maksssksksss326.png,1
18,84,64,134,maksssksksss327.png,2
18,200,69,246,maksssksksss327.png,2
112,46,149,73,maksssksksss327.png,2
237,137,290,186,maksssksksss327.png,1
278,17,322,66,maksssksksss327.png,2
342,98,385,140,maksssksksss327.png,2
346,218,393,254,maksssksksss327.png,2
82,139,187,270,maksssksksss328.png,1
44,25,95,81,maksssksksss329.png,1
50,121,89,158,maksssksksss329.png,1
41,210,88,260,maksssksksss329.png,1
176,29,228,85,maksssksksss329.png,1
175,123,225,169,maksssksksss329.png,1
177,212,227,259,maksssksksss329.png,1
312,28,360,81,maksssksksss329.png,1
302,118,346,169,maksssksksss329.png,1
288,182,368,264,maksssksksss329.png,1
114,47,143,75,maksssksksss33.png,1
24,79,56,107,maksssksksss330.png,1
92,44,125,79,maksssksksss330.png,1
166,65,203,100,maksssksksss330.png,1
284,39,343,98,maksssksksss330.png,1
25,69,48,93,maksssksksss331.png,1
88,87,107,106,maksssksksss331.png,0
128,61,149,84,maksssksksss331.png,1
127,157,168,209,maksssksksss331.png,1
147,110,181,145,maksssksksss331.png,1
208,61,220,77,maksssksksss331.png,1
229,96,265,137,maksssksksss331.png,1
263,46,277,65,maksssksksss331.png,0
270,72,288,92,maksssksksss331.png,1
298,108,321,133,maksssksksss331.png,1
308,65,328,86,maksssksksss331.png,1
334,119,381,163,maksssksksss331.png,1
365,49,380,65,maksssksksss331.png,1
342,49,358,67,maksssksksss331.png,1
1,148,23,179,maksssksksss331.png,1
62,213,166,319,maksssksksss332.png,1
76,203,181,330,maksssksksss333.png,1
96,74,136,127,maksssksksss334.png,1
193,100,234,146,maksssksksss334.png,1
259,105,305,151,maksssksksss334.png,1
334,106,367,144,maksssksksss334.png,2
12,153,125,293,maksssksksss335.png,1
101,73,108,82,maksssksksss336.png,2
123,67,143,83,maksssksksss336.png,1
178,64,185,72,maksssksksss336.png,2
167,114,183,128,maksssksksss336.png,1
225,60,240,76,maksssksksss336.png,1
261,65,277,82,maksssksksss336.png,1
282,75,295,92,maksssksksss336.png,2
330,20,362,56,maksssksksss336.png,1
115,32,145,70,maksssksksss337.png,1
48,33,81,71,maksssksksss338.png,1
158,86,182,108,maksssksksss338.png,1
203,51,228,82,maksssksksss338.png,1
298,34,325,64,maksssksksss338.png,1
38,200,56,228,maksssksksss338.png,1
89,210,180,303,maksssksksss339.png,1
63,99,75,113,maksssksksss34.png,1
102,79,117,95,maksssksksss34.png,1
142,84,155,99,maksssksksss34.png,1
129,92,142,102,maksssksksss34.png,2
195,79,209,95,maksssksksss34.png,1
213,86,228,103,maksssksksss34.png,1
245,71,260,86,maksssksksss34.png,1
299,91,312,104,maksssksksss34.png,2
59,1,105,55,maksssksksss340.png,1
133,83,195,140,maksssksksss340.png,2
243,85,308,147,maksssksksss340.png,1
458,68,527,157,maksssksksss340.png,1
67,197,160,318,maksssksksss341.png,1
28,53,54,81,maksssksksss342.png,2
86,46,103,64,maksssksksss342.png,1
103,49,116,62,maksssksksss342.png,1
130,42,144,58,maksssksksss342.png,1
72,93,99,120,maksssksksss342.png,1
106,116,145,158,maksssksksss342.png,1
152,48,162,60,maksssksksss342.png,1
160,56,173,70,maksssksksss342.png,1
184,64,203,91,maksssksksss342.png,1
213,47,226,66,maksssksksss342.png,1
252,95,287,130,maksssksksss342.png,1
320,192,385,255,maksssksksss342.png,1
297,62,320,85,maksssksksss342.png,1
85,131,232,284,maksssksksss343.png,2
80,40,90,50,maksssksksss344.png,1
96,14,110,27,maksssksksss344.png,1
236,25,261,50,maksssksksss344.png,1
318,94,342,115,maksssksksss344.png,1
186,110,218,142,maksssksksss345.png,1
148,109,182,136,maksssksksss345.png,2
54,18,141,108,maksssksksss346.png,1
272,26,386,158,maksssksksss346.png,1
100,254,149,325,maksssksksss346.png,1
246,251,349,354,maksssksksss346.png,1
8,147,57,198,maksssksksss347.png,2
102,90,175,156,maksssksksss347.png,1
211,128,267,233,maksssksksss347.png,2
86,189,188,304,maksssksksss348.png,2
156,54,254,163,maksssksksss349.png,1
35,170,90,223,maksssksksss349.png,1
234,17,294,96,maksssksksss349.png,2
132,44,208,123,maksssksksss35.png,1
330,67,375,114,maksssksksss35.png,1
112,64,133,86,maksssksksss350.png,1
271,32,298,58,maksssksksss350.png,1
143,67,257,195,maksssksksss351.png,1
144,68,190,110,maksssksksss352.png,1
48,90,91,133,maksssksksss352.png,2
227,70,265,111,maksssksksss353.png,1
4,162,33,194,maksssksksss354.png,1
27,121,41,138,maksssksksss354.png,1
43,113,52,125,maksssksksss354.png,1
72,123,86,136,maksssksksss354.png,1
89,103,99,116,maksssksksss354.png,1
65,101,73,110,maksssksksss354.png,1
94,135,136,185,maksssksksss354.png,1
157,113,166,122,maksssksksss354.png,1
112,103,120,111,maksssksksss354.png,1
170,129,185,145,maksssksksss354.png,1
206,121,229,147,maksssksksss354.png,1
194,114,200,123,maksssksksss354.png,1
176,113,183,119,maksssksksss354.png,1
229,102,239,112,maksssksksss354.png,1
276,115,286,123,maksssksksss354.png,1
295,129,304,139,maksssksksss354.png,1
321,125,340,145,maksssksksss354.png,1
353,116,361,126,maksssksksss354.png,1
392,131,400,150,maksssksksss354.png,1
263,109,267,114,maksssksksss354.png,1
278,101,284,107,maksssksksss354.png,1
290,107,295,112,maksssksksss354.png,1
307,116,315,126,maksssksksss354.png,1
381,113,389,123,maksssksksss354.png,1
392,109,396,115,maksssksksss354.png,1
103,231,181,338,maksssksksss355.png,1
113,178,218,302,maksssksksss356.png,1
219,35,263,85,maksssksksss357.png,1
91,64,126,106,maksssksksss358.png,1
179,65,221,109,maksssksksss358.png,1
268,82,300,115,maksssksksss358.png,1
300,86,341,125,maksssksksss358.png,1
23,40,44,61,maksssksksss359.png,1
59,54,76,73,maksssksksss359.png,1
114,35,126,49,maksssksksss359.png,1
130,47,152,71,maksssksksss359.png,1
140,35,154,49,maksssksksss359.png,1
155,44,171,63,maksssksksss359.png,1
169,96,191,117,maksssksksss359.png,1
185,45,197,59,maksssksksss359.png,1
